"ID";"Week";"Year";"Gender";"Age";"Income";"Deal";"Display";"Coupon";"Paid_Search_Advertising";"YouTube_Unique_Users";"Facebook_Page_Views";"Facebook_New_Likes";"Facebook_New_Unlikes";"Facebook_New_Comments";"YouTube_Views";"purchase";"views_per_user"
1100131;9;2021;"Female";45;935;1;1;0;14.2246318492059;50;109;17;2;25;80;0;1.6
1100131;10;2021;"Female";45;935;1;1;1;20.4260462379995;40;100;18;3;20;71;0;1.775
1100131;11;2021;"Female";45;935;0;0;1;14.3651825207012;44;89;23;2;21;56;0;1.27272727272727
1100131;12;2021;"Female";45;935;0;0;0;16.0990888776684;39;79;18;2;32;53;0;1.35897435897436
1100131;13;2021;"Female";45;935;0;0;0;15.2528524208331;57;88;17;2;22;101;0;1.7719298245614
1100131;14;2021;"Female";45;935;0;0;0;16.5229733751842;60;94;21;2;25;120;1;2
1100131;15;2021;"Female";45;935;0;0;0;15.3051260524337;50;105;22;2;21;74;0;1.48
1100289;9;2020;"Male";54;1068;0;0;1;15.763377348938;51;81;22;2;15;85;0;1.66666666666667
1100289;10;2020;"Male";54;1068;0;0;0;16.0587938194972;69;82;19;3;27;103;0;1.49275362318841
1100289;11;2020;"Male";54;1068;0;0;0;15.4561265596314;47;100;21;2;19;88;0;1.87234042553191
1100289;12;2020;"Male";54;1068;0;1;0;17.2039822950092;32;109;23;3;21;74;0;2.3125
1100289;13;2020;"Male";54;1068;0;0;0;18.1478881928584;54;86;23;3;20;87;0;1.61111111111111
1100289;14;2020;"Male";54;1068;0;1;0;15.1217103981107;37;93;19;2;18;53;0;1.43243243243243
1100289;15;2020;"Male";54;1068;0;0;0;16.0612108458043;40;79;21;3;19;95;0;2.375
1100289;16;2020;"Male";54;1068;0;1;0;17.5816371990515;52;88;26;3;16;83;0;1.59615384615385
1100289;17;2020;"Male";54;1068;0;1;0;16.5507410989403;48;82;21;2;23;88;0;1.83333333333333
1100289;18;2020;"Male";54;1068;0;0;1;16.3267002417765;46;95;24;2;32;113;1;2.45652173913043
1100289;19;2020;"Male";54;1068;0;0;0;15.0967963268787;63;75;22;3;23;96;0;1.52380952380952
1100289;20;2020;"Male";54;1068;0;0;0;17.6887204211381;45;101;17;2;23;69;0;1.53333333333333
1100289;21;2020;"Male";54;1068;0;0;0;18.7302113173634;54;96;21;2;27;91;0;1.68518518518519
1100289;22;2020;"Male";54;1068;0;0;0;12.8785201922237;51;102;24;3;31;113;1;2.2156862745098
1100289;23;2020;"Male";54;1068;1;0;0;18.5684001507318;51;78;14;2;25;110;0;2.15686274509804
1100289;24;2020;"Male";54;1068;1;1;0;16.6564216941658;55;82;18;3;21;122;0;2.21818181818182
1100289;25;2020;"Male";54;1068;0;1;0;17.1402950662287;53;89;21;4;28;90;0;1.69811320754717
1100289;26;2020;"Male";54;1068;0;0;0;20.2718968178709;56;72;25;3;20;110;0;1.96428571428571
1100289;27;2020;"Male";54;1068;1;0;1;16.2135538237452;37;89;24;3;26;86;0;2.32432432432432
1100289;28;2020;"Male";54;1068;0;1;0;15.038677523363;59;96;20;2;13;112;1;1.89830508474576
1100289;29;2020;"Male";54;1068;0;1;1;18.7264719081907;45;88;18;2;15;75;0;1.66666666666667
1100289;30;2020;"Male";54;1068;0;0;0;15.0786978516508;57;84;20;3;19;101;0;1.7719298245614
1100289;31;2020;"Male";54;1068;0;1;0;15.7652525872858;55;87;19;2;21;130;0;2.36363636363636
1100289;32;2020;"Male";54;1068;0;1;0;14.6387781213502;40;86;20;1;22;93;0;2.325
1100289;33;2020;"Male";54;1068;0;0;0;17.3085458094873;38;91;22;1;32;52;0;1.36842105263158
1100289;34;2020;"Male";54;1068;0;1;0;16.6980324338262;57;94;21;3;20;108;0;1.89473684210526
1100289;35;2020;"Male";54;1068;0;1;0;17.3996008694323;41;67;20;2;18;79;0;1.92682926829268
1100289;36;2020;"Male";54;1068;1;0;0;16.0958002097721;46;70;27;3;22;68;0;1.47826086956522
1100289;37;2020;"Male";54;1068;0;0;0;19.2576120037763;61;90;25;3;22;99;0;1.62295081967213
1100289;38;2020;"Male";54;1068;0;1;0;17.9812467340429;39;104;21;1;24;61;0;1.56410256410256
1100289;39;2020;"Male";54;1068;0;0;1;18.3350463845417;32;103;22;2;21;82;0;2.5625
1100289;40;2020;"Male";54;1068;0;0;0;14.731531486759;43;102;21;3;14;89;0;2.06976744186047
1100289;41;2020;"Male";54;1068;0;0;0;15.0086879416343;32;96;22;3;19;74;0;2.3125
1100289;42;2020;"Male";54;1068;0;1;1;16.0884039315651;47;77;16;4;27;72;0;1.53191489361702
1100289;43;2020;"Male";54;1068;0;1;0;16.3919542990159;37;81;17;3;19;40;0;1.08108108108108
1100289;44;2020;"Male";54;1068;0;0;0;18.6006700975177;45;98;16;2;18;99;0;2.2
1100289;45;2020;"Male";54;1068;0;0;0;16.497058653496;53;94;24;1;21;104;1;1.9622641509434
1100289;46;2020;"Male";54;1068;0;0;0;18.6529320809365;43;86;21;3;16;115;0;2.67441860465116
1100289;47;2020;"Male";54;1068;0;1;0;16.5841463049242;40;92;20;2;26;88;0;2.2
1100289;48;2020;"Male";54;1068;0;1;0;21.1593775312925;48;104;16;3;25;82;0;1.70833333333333
1100289;49;2020;"Male";54;1068;0;0;1;16.7355830919427;36;85;23;2;28;79;0;2.19444444444444
1100289;50;2020;"Male";54;1068;0;0;0;17.5166174212788;58;84;17;2;27;109;0;1.87931034482759
1100289;51;2020;"Male";54;1068;1;1;0;14.248734532286;50;72;16;3;19;104;0;2.08
1100289;52;2020;"Male";54;1068;0;1;0;13.1103650283575;49;106;16;3;20;76;0;1.55102040816327
1100289;53;2020;"Male";54;1068;0;0;0;15.5448874192253;50;95;19;2;24;55;0;1.1
1100289;1;2021;"Male";55;1068;0;0;0;17.3538654856151;49;93;23;2;28;75;0;1.53061224489796
1100289;2;2021;"Male";55;1068;0;1;0;18.5849062103412;40;97;20;3;29;67;0;1.675
1100289;3;2021;"Male";55;1068;0;0;1;16.6205477448586;51;90;23;2;18;96;0;1.88235294117647
1100289;4;2021;"Male";55;1068;1;0;0;19.33087566864;58;63;22;3;24;108;0;1.86206896551724
1100289;5;2021;"Male";55;1068;0;1;0;15.3067023299079;42;79;23;2;24;101;0;2.4047619047619
1100289;6;2021;"Male";55;1068;0;1;0;13.321199464842;44;85;16;3;27;62;0;1.40909090909091
1100289;7;2021;"Male";55;1068;0;1;0;17.3325235699546;39;94;24;3;35;71;0;1.82051282051282
1100289;8;2021;"Male";55;1068;0;0;0;16.2311974674544;44;90;21;3;22;77;0;1.75
1100289;9;2021;"Male";55;1068;0;0;1;14.2246318492059;50;109;17;2;25;80;0;1.6
1100289;10;2021;"Male";55;1068;0;1;0;20.4260462379995;40;100;18;3;20;71;0;1.775
1100289;11;2021;"Male";55;1068;0;0;0;14.3651825207012;44;89;23;2;21;56;0;1.27272727272727
1100289;12;2021;"Male";55;1068;0;0;1;16.0990888776684;39;79;18;2;32;53;0;1.35897435897436
1100289;13;2021;"Male";55;1068;1;1;0;15.2528524208331;57;88;17;2;22;101;0;1.7719298245614
1100289;14;2021;"Male";55;1068;0;1;0;16.5229733751842;60;94;21;2;25;120;0;2
1100289;15;2021;"Male";55;1068;0;0;0;15.3051260524337;50;105;22;2;21;74;0;1.48
1100339;9;2020;"Female";33;861;0;0;0;15.763377348938;51;81;22;2;15;85;0;1.66666666666667
1100339;10;2020;"Female";33;861;0;1;0;16.0587938194972;69;82;19;3;27;103;0;1.49275362318841
1100339;11;2020;"Female";33;861;0;1;0;15.4561265596314;47;100;21;2;19;88;1;1.87234042553191
1100339;12;2020;"Female";33;861;0;0;0;17.2039822950092;32;109;23;3;21;74;1;2.3125
1100339;13;2020;"Female";33;861;0;0;1;18.1478881928584;54;86;23;3;20;87;0;1.61111111111111
1100339;14;2020;"Female";33;861;0;0;1;15.1217103981107;37;93;19;2;18;53;0;1.43243243243243
1100339;15;2020;"Female";33;861;0;1;0;16.0612108458043;40;79;21;3;19;95;0;2.375
1100339;16;2020;"Female";33;861;0;0;0;17.5816371990515;52;88;26;3;16;83;1;1.59615384615385
1100339;17;2020;"Female";33;861;0;0;1;16.5507410989403;48;82;21;2;23;88;0;1.83333333333333
1100339;18;2020;"Female";33;861;0;1;1;16.3267002417765;46;95;24;2;32;113;1;2.45652173913043
1100339;19;2020;"Female";33;861;0;1;1;15.0967963268787;63;75;22;3;23;96;0;1.52380952380952
1100339;20;2020;"Female";33;861;0;1;0;17.6887204211381;45;101;17;2;23;69;0;1.53333333333333
1100339;21;2020;"Female";33;861;0;0;0;18.7302113173634;54;96;21;2;27;91;1;1.68518518518519
1100339;22;2020;"Female";33;861;0;0;1;12.8785201922237;51;102;24;3;31;113;1;2.2156862745098
1100339;23;2020;"Female";33;861;0;1;1;18.5684001507318;51;78;14;2;25;110;0;2.15686274509804
1100339;24;2020;"Female";33;861;0;1;0;16.6564216941658;55;82;18;3;21;122;1;2.21818181818182
1100339;25;2020;"Female";33;861;0;0;1;17.1402950662287;53;89;21;4;28;90;0;1.69811320754717
1100339;26;2020;"Female";33;861;0;0;0;20.2718968178709;56;72;25;3;20;110;1;1.96428571428571
1100339;27;2020;"Female";33;861;1;0;0;16.2135538237452;37;89;24;3;26;86;1;2.32432432432432
1100339;28;2020;"Female";33;861;0;1;1;15.038677523363;59;96;20;2;13;112;1;1.89830508474576
1100339;29;2020;"Female";33;861;0;0;0;18.7264719081907;45;88;18;2;15;75;0;1.66666666666667
1100339;30;2020;"Female";33;861;0;0;1;15.0786978516508;57;84;20;3;19;101;0;1.7719298245614
1100339;31;2020;"Female";33;861;0;0;0;15.7652525872858;55;87;19;2;21;130;1;2.36363636363636
1100339;32;2020;"Female";33;861;0;1;1;14.6387781213502;40;86;20;1;22;93;0;2.325
1100339;33;2020;"Female";33;861;0;0;0;17.3085458094873;38;91;22;1;32;52;0;1.36842105263158
1100339;34;2020;"Female";33;861;0;1;0;16.6980324338262;57;94;21;3;20;108;1;1.89473684210526
1100339;35;2020;"Female";33;861;0;0;0;17.3996008694323;41;67;20;2;18;79;0;1.92682926829268
1100339;36;2020;"Female";33;861;0;0;0;16.0958002097721;46;70;27;3;22;68;0;1.47826086956522
1100339;37;2020;"Female";33;861;0;0;1;19.2576120037763;61;90;25;3;22;99;1;1.62295081967213
1100339;38;2020;"Female";33;861;1;0;0;17.9812467340429;39;104;21;1;24;61;1;1.56410256410256
1100339;39;2020;"Female";33;861;1;1;0;18.3350463845417;32;103;22;2;21;82;1;2.5625
1100339;40;2020;"Female";33;861;0;1;0;14.731531486759;43;102;21;3;14;89;1;2.06976744186047
1100339;41;2020;"Female";33;861;0;0;1;15.0086879416343;32;96;22;3;19;74;0;2.3125
1100339;42;2020;"Female";33;861;0;1;0;16.0884039315651;47;77;16;4;27;72;0;1.53191489361702
1100339;43;2020;"Female";33;861;0;0;0;16.3919542990159;37;81;17;3;19;40;0;1.08108108108108
1100339;44;2020;"Female";33;861;0;0;1;18.6006700975177;45;98;16;2;18;99;0;2.2
1100339;45;2020;"Female";33;861;0;1;0;16.497058653496;53;94;24;1;21;104;1;1.9622641509434
1100339;46;2020;"Female";33;861;0;0;0;18.6529320809365;43;86;21;3;16;115;1;2.67441860465116
1100339;47;2020;"Female";33;861;0;0;1;16.5841463049242;40;92;20;2;26;88;0;2.2
1100339;48;2020;"Female";33;861;0;1;0;21.1593775312925;48;104;16;3;25;82;1;1.70833333333333
1100339;49;2020;"Female";33;861;0;1;0;16.7355830919427;36;85;23;2;28;79;1;2.19444444444444
1100339;50;2020;"Female";33;861;0;1;0;17.5166174212788;58;84;17;2;27;109;0;1.87931034482759
1100339;51;2020;"Female";33;861;0;1;0;14.248734532286;50;72;16;3;19;104;0;2.08
1100339;52;2020;"Female";33;861;0;0;0;13.1103650283575;49;106;16;3;20;76;0;1.55102040816327
1100339;53;2020;"Female";33;861;0;0;0;15.5448874192253;50;95;19;2;24;55;0;1.1
1100339;1;2021;"Female";34;861;0;0;0;17.3538654856151;49;93;23;2;28;75;1;1.53061224489796
1100339;2;2021;"Female";34;861;0;1;0;18.5849062103412;40;97;20;3;29;67;0;1.675
1100339;3;2021;"Female";34;861;0;0;1;16.6205477448586;51;90;23;2;18;96;1;1.88235294117647
1100339;4;2021;"Female";34;861;0;1;0;19.33087566864;58;63;22;3;24;108;0;1.86206896551724
1100339;5;2021;"Female";34;861;0;0;0;15.3067023299079;42;79;23;2;24;101;0;2.4047619047619
1100339;6;2021;"Female";34;861;0;1;0;13.321199464842;44;85;16;3;27;62;0;1.40909090909091
1100339;7;2021;"Female";34;861;0;1;1;17.3325235699546;39;94;24;3;35;71;0;1.82051282051282
1100339;8;2021;"Female";34;861;0;1;0;16.2311974674544;44;90;21;3;22;77;0;1.75
1100339;9;2021;"Female";34;861;0;0;0;14.2246318492059;50;109;17;2;25;80;0;1.6
1100339;10;2021;"Female";34;861;0;0;0;20.4260462379995;40;100;18;3;20;71;0;1.775
1100339;11;2021;"Female";34;861;0;0;0;14.3651825207012;44;89;23;2;21;56;0;1.27272727272727
1100339;12;2021;"Female";34;861;0;0;0;16.0990888776684;39;79;18;2;32;53;0;1.35897435897436
1100339;13;2021;"Female";34;861;1;1;0;15.2528524208331;57;88;17;2;22;101;0;1.7719298245614
1100339;14;2021;"Female";34;861;0;0;0;16.5229733751842;60;94;21;2;25;120;1;2
1100339;15;2021;"Female";34;861;0;1;0;15.3051260524337;50;105;22;2;21;74;1;1.48
1100404;9;2020;"Male";56;989;0;0;0;15.763377348938;51;81;22;2;15;85;0;1.66666666666667
1100404;10;2020;"Male";56;989;1;1;0;16.0587938194972;69;82;19;3;27;103;0;1.49275362318841
1100404;11;2020;"Male";56;989;0;0;0;15.4561265596314;47;100;21;2;19;88;0;1.87234042553191
1100404;12;2020;"Male";56;989;0;0;1;17.2039822950092;32;109;23;3;21;74;0;2.3125
1100404;13;2020;"Male";56;989;0;1;0;18.1478881928584;54;86;23;3;20;87;0;1.61111111111111
1100404;14;2020;"Male";56;989;0;1;0;15.1217103981107;37;93;19;2;18;53;0;1.43243243243243
1100404;15;2020;"Male";56;989;0;0;0;16.0612108458043;40;79;21;3;19;95;0;2.375
1100404;16;2020;"Male";56;989;0;0;1;17.5816371990515;52;88;26;3;16;83;0;1.59615384615385
1100404;17;2020;"Male";56;989;0;0;0;16.5507410989403;48;82;21;2;23;88;0;1.83333333333333
1100404;18;2020;"Male";56;989;0;0;0;16.3267002417765;46;95;24;2;32;113;1;2.45652173913043
1100404;19;2020;"Male";56;989;0;1;0;15.0967963268787;63;75;22;3;23;96;0;1.52380952380952
1100404;20;2020;"Male";56;989;0;1;1;17.6887204211381;45;101;17;2;23;69;0;1.53333333333333
1100404;21;2020;"Male";56;989;0;0;0;18.7302113173634;54;96;21;2;27;91;0;1.68518518518519
1100404;22;2020;"Male";56;989;0;1;1;12.8785201922237;51;102;24;3;31;113;0;2.2156862745098
1100404;23;2020;"Male";56;989;0;0;1;18.5684001507318;51;78;14;2;25;110;0;2.15686274509804
1100404;24;2020;"Male";56;989;0;1;0;16.6564216941658;55;82;18;3;21;122;0;2.21818181818182
1100404;25;2020;"Male";56;989;0;1;0;17.1402950662287;53;89;21;4;28;90;0;1.69811320754717
1100404;26;2020;"Male";56;989;0;1;0;20.2718968178709;56;72;25;3;20;110;0;1.96428571428571
1100404;27;2020;"Male";56;989;0;0;1;16.2135538237452;37;89;24;3;26;86;0;2.32432432432432
1100404;28;2020;"Male";56;989;0;1;0;15.038677523363;59;96;20;2;13;112;0;1.89830508474576
1100404;29;2020;"Male";56;989;1;0;0;18.7264719081907;45;88;18;2;15;75;0;1.66666666666667
1100404;30;2020;"Male";56;989;0;0;1;15.0786978516508;57;84;20;3;19;101;0;1.7719298245614
1100404;31;2020;"Male";56;989;1;0;0;15.7652525872858;55;87;19;2;21;130;1;2.36363636363636
1100404;32;2020;"Male";56;989;0;0;1;14.6387781213502;40;86;20;1;22;93;0;2.325
1100404;33;2020;"Male";56;989;0;0;1;17.3085458094873;38;91;22;1;32;52;0;1.36842105263158
1100404;34;2020;"Male";56;989;0;1;1;16.6980324338262;57;94;21;3;20;108;0;1.89473684210526
1100404;35;2020;"Male";56;989;0;0;0;17.3996008694323;41;67;20;2;18;79;0;1.92682926829268
1100404;36;2020;"Male";56;989;0;1;0;16.0958002097721;46;70;27;3;22;68;0;1.47826086956522
1100404;37;2020;"Male";56;989;0;0;0;19.2576120037763;61;90;25;3;22;99;0;1.62295081967213
1100404;38;2020;"Male";56;989;0;0;0;17.9812467340429;39;104;21;1;24;61;0;1.56410256410256
1100404;39;2020;"Male";56;989;0;1;1;18.3350463845417;32;103;22;2;21;82;0;2.5625
1100404;40;2020;"Male";56;989;0;1;0;14.731531486759;43;102;21;3;14;89;0;2.06976744186047
1100404;41;2020;"Male";56;989;0;0;0;15.0086879416343;32;96;22;3;19;74;0;2.3125
1100404;42;2020;"Male";56;989;0;0;0;16.0884039315651;47;77;16;4;27;72;0;1.53191489361702
1100404;43;2020;"Male";56;989;0;1;0;16.3919542990159;37;81;17;3;19;40;0;1.08108108108108
1100404;44;2020;"Male";56;989;0;0;0;18.6006700975177;45;98;16;2;18;99;0;2.2
1100404;45;2020;"Male";56;989;0;0;0;16.497058653496;53;94;24;1;21;104;1;1.9622641509434
1100404;46;2020;"Male";56;989;0;0;1;18.6529320809365;43;86;21;3;16;115;0;2.67441860465116
1100404;47;2020;"Male";56;989;0;0;0;16.5841463049242;40;92;20;2;26;88;0;2.2
1100404;48;2020;"Male";56;989;0;0;0;21.1593775312925;48;104;16;3;25;82;0;1.70833333333333
1100404;49;2020;"Male";56;989;0;0;0;16.7355830919427;36;85;23;2;28;79;0;2.19444444444444
1100404;50;2020;"Male";56;989;0;1;0;17.5166174212788;58;84;17;2;27;109;0;1.87931034482759
1100404;51;2020;"Male";56;989;0;0;0;14.248734532286;50;72;16;3;19;104;0;2.08
1100404;52;2020;"Male";56;989;0;1;0;13.1103650283575;49;106;16;3;20;76;0;1.55102040816327
1100404;53;2020;"Male";56;989;0;0;0;15.5448874192253;50;95;19;2;24;55;0;1.1
1100404;1;2021;"Male";57;989;0;0;0;17.3538654856151;49;93;23;2;28;75;0;1.53061224489796
1100404;2;2021;"Male";57;989;0;0;0;18.5849062103412;40;97;20;3;29;67;0;1.675
1100404;3;2021;"Male";57;989;0;1;1;16.6205477448586;51;90;23;2;18;96;1;1.88235294117647
1100404;4;2021;"Male";57;989;1;0;0;19.33087566864;58;63;22;3;24;108;0;1.86206896551724
1100404;5;2021;"Male";57;989;0;0;0;15.3067023299079;42;79;23;2;24;101;0;2.4047619047619
1100404;6;2021;"Male";57;989;0;1;0;13.321199464842;44;85;16;3;27;62;0;1.40909090909091
1100404;7;2021;"Male";57;989;0;0;1;17.3325235699546;39;94;24;3;35;71;0;1.82051282051282
1100404;8;2021;"Male";57;989;0;0;1;16.2311974674544;44;90;21;3;22;77;0;1.75
1100404;9;2021;"Male";57;989;0;0;0;14.2246318492059;50;109;17;2;25;80;0;1.6
1100404;10;2021;"Male";57;989;0;0;1;20.4260462379995;40;100;18;3;20;71;0;1.775
1100404;11;2021;"Male";57;989;1;0;1;14.3651825207012;44;89;23;2;21;56;0;1.27272727272727
1100404;12;2021;"Male";57;989;0;0;0;16.0990888776684;39;79;18;2;32;53;0;1.35897435897436
1100404;13;2021;"Male";57;989;0;0;0;15.2528524208331;57;88;17;2;22;101;0;1.7719298245614
1100404;14;2021;"Male";57;989;0;0;0;16.5229733751842;60;94;21;2;25;120;1;2
1100404;15;2021;"Male";57;989;0;0;1;15.3051260524337;50;105;22;2;21;74;0;1.48
1100602;9;2020;"Female";63;949;0;1;1;15.763377348938;51;81;22;2;15;85;0;1.66666666666667
1100602;10;2020;"Female";63;949;0;1;0;16.0587938194972;69;82;19;3;27;103;0;1.49275362318841
1100602;11;2020;"Female";63;949;0;0;0;15.4561265596314;47;100;21;2;19;88;0;1.87234042553191
1100602;12;2020;"Female";63;949;0;1;0;17.2039822950092;32;109;23;3;21;74;0;2.3125
1100602;13;2020;"Female";63;949;0;0;0;18.1478881928584;54;86;23;3;20;87;0;1.61111111111111
1100602;14;2020;"Female";63;949;1;0;0;15.1217103981107;37;93;19;2;18;53;0;1.43243243243243
1100602;15;2020;"Female";63;949;0;0;0;16.0612108458043;40;79;21;3;19;95;0;2.375
1100602;16;2020;"Female";63;949;0;1;0;17.5816371990515;52;88;26;3;16;83;0;1.59615384615385
1100602;17;2020;"Female";63;949;0;0;0;16.5507410989403;48;82;21;2;23;88;0;1.83333333333333
1100602;18;2020;"Female";63;949;0;0;0;16.3267002417765;46;95;24;2;32;113;1;2.45652173913043
1100602;19;2020;"Female";63;949;0;1;0;15.0967963268787;63;75;22;3;23;96;0;1.52380952380952
1100602;20;2020;"Female";63;949;1;1;1;17.6887204211381;45;101;17;2;23;69;0;1.53333333333333
1100602;21;2020;"Female";63;949;0;1;1;18.7302113173634;54;96;21;2;27;91;0;1.68518518518519
1100602;22;2020;"Female";63;949;0;0;0;12.8785201922237;51;102;24;3;31;113;1;2.2156862745098
1100602;23;2020;"Female";63;949;0;0;1;18.5684001507318;51;78;14;2;25;110;0;2.15686274509804
1100602;24;2020;"Female";63;949;0;1;0;16.6564216941658;55;82;18;3;21;122;0;2.21818181818182
1100602;25;2020;"Female";63;949;0;0;0;17.1402950662287;53;89;21;4;28;90;0;1.69811320754717
1100602;26;2020;"Female";63;949;0;0;1;20.2718968178709;56;72;25;3;20;110;0;1.96428571428571
1100602;27;2020;"Female";63;949;0;0;0;16.2135538237452;37;89;24;3;26;86;0;2.32432432432432
1100602;28;2020;"Female";63;949;0;1;0;15.038677523363;59;96;20;2;13;112;0;1.89830508474576
1100602;29;2020;"Female";63;949;0;1;0;18.7264719081907;45;88;18;2;15;75;0;1.66666666666667
1100602;30;2020;"Female";63;949;0;1;0;15.0786978516508;57;84;20;3;19;101;0;1.7719298245614
